Line,No,East,North,Elevation,Progress,Crew,Remark,Date,Type
S9,1289,305798.9,9583138,0,,,,,
S9,1290,305818.9,9583138,0,,,,,
S9,1291,305838.9,9583138,0,,,,,
S9,1292,305858.9,9583138,0,,,,,
S9,1293,305878.9,9583138,0,,,,,
S9,1294,305898.9,9583138,0,,,,,
S9,1295,305918.9,9583138,0,,,,,
S9,1296,305938.9,9583138,0,,,,,
S9,1297,305958.9,9583138,0,,,,,
S9,1298,305978.9,9583138,0,,,,,
S9,1299,305998.9,9583138,0,,,,,
S9,1300,306018.9,9583138,0,,,,,
S9,1301,306038.9,9583138,0,,,,,
S9,1302,306058.9,9583138,0,,,,,
S9,1303,306078.9,9583138,0,,,,,
S9,1304,306098.9,9583138,0,,,,,
S9,1305,306118.9,9583138,0,,,,,
S9,1306,306138.9,9583138,0,,,,,
S9,1307,306158.9,9583138,0,,,,,
S9,1308,306178.9,9583138,0,,,,,
S9,1309,306198.9,9583138,0,,,,,
S9,1310,306218.9,9583138,0,,,,,
S9,1311,306238.9,9583138,0,,,,,
S9,1312,306258.9,9583138,0,,,,,
S9,1313,306278.9,9583138,0,,,,,
S9,1314,306298.9,9583138,0,,,,,
S9,1315,306318.9,9583138,0,,,,,
S9,1316,306338.9,9583138,0,,,,,
S9,1317,306358.9,9583138,0,,,,,
S9,1318,306378.9,9583138,0,,,,,
S9,1319,306398.9,9583138,0,,,,,
S9,1320,306418.9,9583138,0,,,,,
S9,1321,306438.9,9583138,0,,,,,
S9,1322,306458.9,9583138,0,,,,,
S9,1323,306478.9,9583138,0,,,,,
S9,1324,306498.9,9583138,0,,,,,
S9,1325,306518.9,9583138,0,,,,,
S9,1326,306538.9,9583138,0,,,,,
S9,1327,306558.9,9583138,0,,,,,
S9,1328,306578.9,9583138,0,,,,,
S9,1329,306598.9,9583138,0,,,,,
S9,1330,306618.9,9583138,0,,,,,
S9,1331,306638.9,9583138,0,,,,,
S9,1332,306658.9,9583138,0,,,,,
S9,1333,306678.9,9583138,0,,,,,
S9,1334,306698.9,9583138,0,,,,,
S9,1335,306718.9,9583138,0,,,,,
S9,1336,306738.9,9583138,0,,,,,
S9,1337,306758.9,9583138,0,,,,,
S9,1338,306778.9,9583138,0,,,,,
S9,1339,306798.9,9583138,0,,,,,
S9,1340,306818.9,9583138,0,,,,,
S9,1341,306838.9,9583138,0,,,,,
S9,1342,306858.9,9583138,0,,,,,
S9,1343,306878.9,9583138,0,,,,,
S9,1344,306898.9,9583138,0,,,,,
S9,1345,306918.9,9583138,0,,,,,
S10,1151,303043.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1152,303058.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1153,303078.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1154,303098.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1155,303118.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1156,303138.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1157,303158.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1158,303178.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1159,303198.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1160,303218.9,9583288,0,Shoot,Fleet2,Yoda,2025-12-30,
S10,1161,303238.9,9583288,0,,,,,
S10,1162,303258.9,9583288,0,,,,,
S10,1163,303278.9,9583288,0,,,,,
S10,1164,303298.9,9583288,0,,,,,
S10,1165,303318.9,9583288,0,,,,,
S10,1166,303338.9,9583288,0,,,,,
S10,1167,303358.9,9583288,0,,,,,
S10,1168,303378.9,9583288,0,,,,,
S10,1169,303398.9,9583288,0,,,,,
S10,1170,303418.9,9583288,0,,,,,
S10,1171,303438.9,9583288,0,,,,,
S10,1172,303458.9,9583288,0,,,,,
S10,1173,303478.9,9583288,0,,,,,
S10,1174,303498.9,9583288,0,,,,,
S10,1175,303518.9,9583288,0,,,,,
S10,1176,303538.9,9583288,0,,,,,
S10,1177,303558.9,9583288,0,,,,,
S10,1178,303578.9,9583288,0,,,,,
S10,1179,303598.9,9583288,0,,,,,
S10,1180,303618.9,9583288,0,,,,,
S10,1181,303638.9,9583288,0,,,,,
S10,1182,303658.9,9583288,0,,,,,
S10,1183,303678.9,9583288,0,,,,,
S10,1184,303698.9,9583288,0,,,,,
S10,1185,303718.9,9583288,0,,,,,
S10,1186,303738.9,9583288,0,,,,,
