Line,No,East,North,Elevation,Progress,Crew,Remark,Date,Type
S9,1340,307043.9,9583363,0,,,,,
S9,1341,307063.9,9583363,0,,,,,
S9,1342,307083.9,9583363,0,,,,,
S9,1343,307103.9,9583363,0,,,,,
S9,1344,307123.9,9583363,0,,,,,
S9,1345,307143.9,9583363,0,,,,,
S10,1151,303268.9,9583513,0,,,,,
S10,1152,303283.9,9583513,0,,,,,
S10,1153,303303.9,9583513,0,,,,,
S10,1154,303323.9,9583513,0,,,,,
S10,1155,303343.9,9583513,0,,,,,
S10,1156,303363.9,9583513,0,,,,,
S10,1157,303383.9,9583513,0,,,,,
S10,1158,303403.9,9583513,0,,,,,
S10,1159,303423.9,9583513,0,,,,,
S10,1160,303443.9,9583513,0,,,,,
S10,1161,303463.9,9583513,0,,,,,
S10,1162,303483.9,9583513,0,,,,,
S10,1163,303503.9,9583513,0,,,,,
S10,1164,303523.9,9583513,0,,,,,
S10,1165,303543.9,9583513,0,,,,,
S10,1166,303563.9,9583513,0,,,,,
S10,1167,303583.9,9583513,0,,,,,
S10,1168,303603.9,9583513,0,,,,,
S10,1169,303623.9,9583513,0,,,,,
S10,1170,303643.9,9583513,0,,,,,
S10,1171,303663.9,9583513,0,,,,,
S10,1172,303683.9,9583513,0,,,,,
S10,1173,303703.9,9583513,0,,,,,
S10,1174,303723.9,9583513,0,,,,,
S10,1175,303743.9,9583513,0,,,,,
S10,1176,303763.9,9583513,0,,,,,
S10,1177,303783.9,9583513,0,,,,,
S10,1178,303803.9,9583513,0,,,,,
S10,1179,303823.9,9583513,0,,,,,
S10,1180,303843.9,9583513,0,,,,,
S10,1181,303863.9,9583513,0,,,,,
S10,1182,303883.9,9583513,0,,,,,
S10,1183,303903.9,9583513,0,,,,,
S10,1184,303923.9,9583513,0,,,,,
S10,1185,303943.9,9583513,0,,,,,
S10,1186,303963.9,9583513,0,,,,,
S10,1187,303983.9,9583513,0,,,,,
S10,1188,304003.9,9583513,0,,,,,
S10,1189,304023.9,9583513,0,,,,,
S10,1190,304043.9,9583513,0,,,,,
S10,1191,304063.9,9583513,0,,,,,
S10,1192,304083.9,9583513,0,,,,,
S10,1193,304103.9,9583513,0,,,,,
S10,1194,304123.9,9583513,0,,,,,
S10,1195,304143.9,9583513,0,,,,,
S10,1196,304163.9,9583513,0,,,,,
S10,1197,304183.9,9583513,0,,,,,
S10,1198,304203.9,9583513,0,,,,,
S10,1199,304223.9,9583513,0,,,,,
S10,1200,304243.9,9583513,0,,,,,
S10,1201,304263.9,9583513,0,,,,,
S10,1202,304283.9,9583513,0,,,,,
S10,1203,304303.9,9583513,0,,,,,
S10,1204,304323.9,9583513,0,,,,,
S10,1205,304343.9,9583513,0,,,,,
S10,1206,304363.9,9583513,0,,,,,
S10,1207,304383.9,9583513,0,,,,,
S10,1208,304403.9,9583513,0,,,,,
S10,1209,304423.9,9583513,0,,,,,
S10,1210,304443.9,9583513,0,,,,,
S10,1211,304463.9,9583513,0,,,,,
S10,1212,304483.9,9583513,0,,,,,
S10,1213,304503.9,9583513,0,,,,,
S10,1214,304523.9,9583513,0,,,,,
S10,1215,304543.9,9583513,0,,,,,
S10,1216,304563.9,9583513,0,,,,,
S10,1217,304583.9,9583513,0,,,,,
S10,1218,304603.9,9583513,0,,,,,
S10,1219,304623.9,9583513,0,,,,,
S10,1220,304643.9,9583513,0,,,,,
S10,1221,304663.9,9583513,0,,,,,
S10,1222,304683.9,9583513,0,,,,,
S10,1223,304703.9,9583513,0,,,,,
S10,1224,304723.9,9583513,0,,,,,
S10,1225,304743.9,9583513,0,,,,,
S10,1226,304763.9,9583513,0,,,,,
S10,1227,304783.9,9583513,0,,,,,
S10,1228,304803.9,9583513,0,,,,,
S10,1229,304823.9,9583513,0,,,,,
S10,1230,304843.9,9583513,0,,,,,
S10,1231,304863.9,9583513,0,,,,,
S10,1232,304883.9,9583513,0,,,,,
S10,1233,304903.9,9583513,0,,,,,
S10,1234,304923.9,9583513,0,,,,,
S10,1235,304943.9,9583513,0,,,,,
S10,1236,304963.9,9583513,0,,,,,
S10,1237,304983.9,9583513,0,,,,,
